placeDcid,placeName,Date:Monthly_Count_ElectricityConsumer,Value:Monthly_Count_ElectricityConsumer,Source:Monthly_Count_ElectricityConsumer,Date:Monthly_Average_RetailPrice_Electricity,Value:Monthly_Average_RetailPrice_Electricity,Source:Monthly_Average_RetailPrice_Electricity,Date:Monthly_Generation_Electricity_ElectricPower,Value:Monthly_Generation_Electricity_ElectricPower,Source:Monthly_Generation_Electricity_ElectricPower,Date:Monthly_Generation_Electricity_ElectricUtility,Value:Monthly_Generation_Electricity_ElectricUtility,Source:Monthly_Generation_Electricity_ElectricUtility,Date:Count_HeatEvent,Value:Count_HeatEvent,Source:Count_HeatEvent
geoId/08,Colorado,2019-08,2769951,https://www.eia.gov/opendata/qb.php?category=0,2019-08,10.71,https://www.eia.gov/opendata/qb.php?category=0,2019-08,5360319930,https://www.eia.gov/opendata/qb.php?category=0,2019-08,4308905540,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2019-09,2773363,https://www.eia.gov/opendata/qb.php?category=0,2019-09,10.7,https://www.eia.gov/opendata/qb.php?category=0,2019-09,4672504330,https://www.eia.gov/opendata/qb.php?category=0,2019-09,3563902340,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2019-10,2777987,https://www.eia.gov/opendata/qb.php?category=0,2019-10,9.88,https://www.eia.gov/opendata/qb.php?category=0,2019-10,4516439990,https://www.eia.gov/opendata/qb.php?category=0,2019-10,3475438960,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2019-11,2780457,https://www.eia.gov/opendata/qb.php?category=0,2019-11,9.69,https://www.eia.gov/opendata/qb.php?category=0,2019-11,4703392040,https://www.eia.gov/opendata/qb.php?category=0,2019-11,3591863850,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2019-12,2783526,https://www.eia.gov/opendata/qb.php?category=0,2019-12,9.42,https://www.eia.gov/opendata/qb.php?category=0,2019-12,4992313840,https://www.eia.gov/opendata/qb.php?category=0,2019-12,4053461450,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2020-01,2770555,https://www.eia.gov/opendata/qb.php?category=0,2020-01,9.49,https://www.eia.gov/opendata/qb.php?category=0,2020-01,4832394870,https://www.eia.gov/opendata/qb.php?category=0,2020-01,3636675510,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2020-02,2773252,https://www.eia.gov/opendata/qb.php?category=0,2020-02,9.64,https://www.eia.gov/opendata/qb.php?category=0,2020-02,4612600750,https://www.eia.gov/opendata/qb.php?category=0,2020-02,3494661100,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2020-03,2778716,https://www.eia.gov/opendata/qb.php?category=0,2020-03,9.72,https://www.eia.gov/opendata/qb.php?category=0,2020-03,4426324520,https://www.eia.gov/opendata/qb.php?category=0,2020-03,3240775040,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2020-04,2781065,https://www.eia.gov/opendata/qb.php?category=0,2020-04,9.81,https://www.eia.gov/opendata/qb.php?category=0,2020-04,3998941040,https://www.eia.gov/opendata/qb.php?category=0,2020-04,2909244760,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2020-05,2782779,https://www.eia.gov/opendata/qb.php?category=0,2020-05,9.94,https://www.eia.gov/opendata/qb.php?category=0,2020-05,3929420030,https://www.eia.gov/opendata/qb.php?category=0,2020-05,2678633110,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2020-06,2786452,https://www.eia.gov/opendata/qb.php?category=0,2020-06,10.95,https://www.eia.gov/opendata/qb.php?category=0,2020-06,4549418500,https://www.eia.gov/opendata/qb.php?category=0,2020-06,3339062260,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2020-07,2788780,https://www.eia.gov/opendata/qb.php?category=0,2020-07,10.82,https://www.eia.gov/opendata/qb.php?category=0,2020-07,4995796080,https://www.eia.gov/opendata/qb.php?category=0,2020-07,3720803420,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2020-08,2793009,https://www.eia.gov/opendata/qb.php?category=0,2020-08,10.84,https://www.eia.gov/opendata/qb.php?category=0,2020-08,5156916620,https://www.eia.gov/opendata/qb.php?category=0,2020-08,3910978270,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2020-09,2795569,https://www.eia.gov/opendata/qb.php?category=0,2020-09,10.87,https://www.eia.gov/opendata/qb.php?category=0,2020-09,4360341020,https://www.eia.gov/opendata/qb.php?category=0,2020-09,3246401890,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2020-10,2798368,https://www.eia.gov/opendata/qb.php?category=0,2020-10,10.23,https://www.eia.gov/opendata/qb.php?category=0,2020-10,4192911170.0000005,https://www.eia.gov/opendata/qb.php?category=0,2020-10,2912636450,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2020-11,2801118,https://www.eia.gov/opendata/qb.php?category=0,2020-11,10.26,https://www.eia.gov/opendata/qb.php?category=0,2020-11,4202312979.9999995,https://www.eia.gov/opendata/qb.php?category=0,2020-11,2948001060,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2020-12,2804718,https://www.eia.gov/opendata/qb.php?category=0,2020-12,10.03,https://www.eia.gov/opendata/qb.php?category=0,2020-12,4794105880,https://www.eia.gov/opendata/qb.php?category=0,2020-12,3419671460,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2021-01,2774852,https://www.eia.gov/opendata/qb.php?category=0,2021-01,10.03,https://www.eia.gov/opendata/qb.php?category=0,2021-01,4854561030,https://www.eia.gov/opendata/qb.php?category=0,2021-01,3616707210,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2021-02,2777116,https://www.eia.gov/opendata/qb.php?category=0,2021-02,10.46,https://www.eia.gov/opendata/qb.php?category=0,2021-02,4575063120,https://www.eia.gov/opendata/qb.php?category=0,2021-02,3608165280,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2021-03,2782396,https://www.eia.gov/opendata/qb.php?category=0,2021-03,10.21,https://www.eia.gov/opendata/qb.php?category=0,2021-03,4633687260,https://www.eia.gov/opendata/qb.php?category=0,2021-03,3381118700,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2021-04,2786776,https://www.eia.gov/opendata/qb.php?category=0,2021-04,10.28,https://www.eia.gov/opendata/qb.php?category=0,2021-04,4256447690,https://www.eia.gov/opendata/qb.php?category=0,2021-04,2971361940,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2021-05,2790358,https://www.eia.gov/opendata/qb.php?category=0,2021-05,10.42,https://www.eia.gov/opendata/qb.php?category=0,2021-05,4209680110.0000005,https://www.eia.gov/opendata/qb.php?category=0,2021-05,2985293730,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,2021-06,2794469,https://www.eia.gov/opendata/qb.php?category=0,2021-06,11.38,https://www.eia.gov/opendata/qb.php?category=0,2021-06,5035997780,https://www.eia.gov/opendata/qb.php?category=0,2021-06,3815713700,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/08,Colorado,,,,,,,,,,,,,2021-07,5,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,,,,,,,,,,1997-02,1,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,,,,,,,,,,1998-01,1,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,,,,,,,,,,1998-03,4,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,,,,,,,,,,1998-09,1,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,,,,,,,,,,1998-12,2,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,,,,,,,,,,1999-02,1,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,,,,,,,,,,1999-03,1,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,,,,,,,,,,1999-06,2,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,,,,,,,,,,1999-07,12,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,,,,,,,,,,1999-09,1,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,2001-01,9.76,https://www.eia.gov/opendata/qb.php?category=0,2001-01,2913809000,https://www.eia.gov/opendata/qb.php?category=0,2001-01,1411268000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2001-02,9.06,https://www.eia.gov/opendata/qb.php?category=0,2001-02,1839459000,https://www.eia.gov/opendata/qb.php?category=0,2001-02,661402000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2001-03,9.38,https://www.eia.gov/opendata/qb.php?category=0,2001-03,2367854000,https://www.eia.gov/opendata/qb.php?category=0,2001-03,695184000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2001-04,9.61,https://www.eia.gov/opendata/qb.php?category=0,2001-04,2256140000,https://www.eia.gov/opendata/qb.php?category=0,2001-04,41330000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2001-05,9.57,https://www.eia.gov/opendata/qb.php?category=0,2001-05,2331020000,https://www.eia.gov/opendata/qb.php?category=0,2001-05,1150000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2001-06,9.56,https://www.eia.gov/opendata/qb.php?category=0,2001-06,2632305000,https://www.eia.gov/opendata/qb.php?category=0,2001-06,194000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2001-07,9.78,https://www.eia.gov/opendata/qb.php?category=0,2001-07,2561322000,https://www.eia.gov/opendata/qb.php?category=0,2001-07,2040000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2001-08,9.89,https://www.eia.gov/opendata/qb.php?category=0,2001-08,3030693000,https://www.eia.gov/opendata/qb.php?category=0,2001-08,3456000,https://www.eia.gov/opendata/qb.php?category=0,2001-08,7,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,2001-09,9.7,https://www.eia.gov/opendata/qb.php?category=0,2001-09,2672206000,https://www.eia.gov/opendata/qb.php?category=0,2001-09,749000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2001-10,9.75,https://www.eia.gov/opendata/qb.php?category=0,2001-10,2577993000,https://www.eia.gov/opendata/qb.php?category=0,2001-10,26000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2001-11,9.6,https://www.eia.gov/opendata/qb.php?category=0,2001-11,2203146000,https://www.eia.gov/opendata/qb.php?category=0,2001-11,0,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2001-12,9.66,https://www.eia.gov/opendata/qb.php?category=0,2001-12,2807287000,https://www.eia.gov/opendata/qb.php?category=0,2001-12,26000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2002-01,9.64,https://www.eia.gov/opendata/qb.php?category=0,2002-01,2799315000,https://www.eia.gov/opendata/qb.php?category=0,2002-01,1788000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2002-02,9.56,https://www.eia.gov/opendata/qb.php?category=0,2002-02,2172407000,https://www.eia.gov/opendata/qb.php?category=0,2002-02,1788000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2002-03,9.55,https://www.eia.gov/opendata/qb.php?category=0,2002-03,2215192000,https://www.eia.gov/opendata/qb.php?category=0,2002-03,1788000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2002-04,9.77,https://www.eia.gov/opendata/qb.php?category=0,2002-04,2244724000,https://www.eia.gov/opendata/qb.php?category=0,2002-04,1788000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2002-05,9.82,https://www.eia.gov/opendata/qb.php?category=0,2002-05,2832161000,https://www.eia.gov/opendata/qb.php?category=0,2002-05,1788000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2002-06,9.68,https://www.eia.gov/opendata/qb.php?category=0,2002-06,2706982000,https://www.eia.gov/opendata/qb.php?category=0,2002-06,1788000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2002-07,10.14,https://www.eia.gov/opendata/qb.php?category=0,2002-07,3248382000,https://www.eia.gov/opendata/qb.php?category=0,2002-07,1788000,https://www.eia.gov/opendata/qb.php?category=0,2002-07,6,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,2002-08,9.64,https://www.eia.gov/opendata/qb.php?category=0,2002-08,3026851000,https://www.eia.gov/opendata/qb.php?category=0,2002-08,1788000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2002-09,9.64,https://www.eia.gov/opendata/qb.php?category=0,2002-09,2188261000,https://www.eia.gov/opendata/qb.php?category=0,2002-09,1788000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2002-10,9.77,https://www.eia.gov/opendata/qb.php?category=0,2002-10,2464571000,https://www.eia.gov/opendata/qb.php?category=0,2002-10,1788000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2002-11,9.68,https://www.eia.gov/opendata/qb.php?category=0,2002-11,2594587000,https://www.eia.gov/opendata/qb.php?category=0,2002-11,1788000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2002-12,9.61,https://www.eia.gov/opendata/qb.php?category=0,2002-12,2458943000,https://www.eia.gov/opendata/qb.php?category=0,2002-12,1788000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2003-01,9.45,https://www.eia.gov/opendata/qb.php?category=0,2003-01,2710839000,https://www.eia.gov/opendata/qb.php?category=0,2003-01,4796000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2003-02,9.57,https://www.eia.gov/opendata/qb.php?category=0,2003-02,2506919000,https://www.eia.gov/opendata/qb.php?category=0,2003-02,5508000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2003-03,9.63,https://www.eia.gov/opendata/qb.php?category=0,2003-03,2303513000,https://www.eia.gov/opendata/qb.php?category=0,2003-03,5312000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2003-04,9.91,https://www.eia.gov/opendata/qb.php?category=0,2003-04,2429132000,https://www.eia.gov/opendata/qb.php?category=0,2003-04,4050000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2003-05,10.34,https://www.eia.gov/opendata/qb.php?category=0,2003-05,2403053000,https://www.eia.gov/opendata/qb.php?category=0,2003-05,3813000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2003-06,10.37,https://www.eia.gov/opendata/qb.php?category=0,2003-06,2393153000,https://www.eia.gov/opendata/qb.php?category=0,2003-06,4803000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2003-07,10.42,https://www.eia.gov/opendata/qb.php?category=0,2003-07,2635285000,https://www.eia.gov/opendata/qb.php?category=0,2003-07,4971000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2003-08,10.52,https://www.eia.gov/opendata/qb.php?category=0,2003-08,2769976000,https://www.eia.gov/opendata/qb.php?category=0,2003-08,9000000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2003-09,10.69,https://www.eia.gov/opendata/qb.php?category=0,2003-09,2478741000,https://www.eia.gov/opendata/qb.php?category=0,2003-09,4139999.9999999995,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2003-10,10.71,https://www.eia.gov/opendata/qb.php?category=0,2003-10,2078570000.0000002,https://www.eia.gov/opendata/qb.php?category=0,2003-10,4531000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2003-11,10.17,https://www.eia.gov/opendata/qb.php?category=0,2003-11,1833779000,https://www.eia.gov/opendata/qb.php?category=0,2003-11,4226000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2003-12,10.15,https://www.eia.gov/opendata/qb.php?category=0,2003-12,2669037000,https://www.eia.gov/opendata/qb.php?category=0,2003-12,4662000,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2004-01,10.43,https://www.eia.gov/opendata/qb.php?category=0,2004-01,3254862420,https://www.eia.gov/opendata/qb.php?category=0,2004-01,21561700,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2004-02,10.93,https://www.eia.gov/opendata/qb.php?category=0,2004-02,2496698880,https://www.eia.gov/opendata/qb.php?category=0,2004-02,1581920,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2004-03,10.19,https://www.eia.gov/opendata/qb.php?category=0,2004-03,2504675680,https://www.eia.gov/opendata/qb.php?category=0,2004-03,2381400,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2004-04,10.61,https://www.eia.gov/opendata/qb.php?category=0,2004-04,1784044580,https://www.eia.gov/opendata/qb.php?category=0,2004-04,1652310,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2004-05,10.7,https://www.eia.gov/opendata/qb.php?category=0,2004-05,2565400980,https://www.eia.gov/opendata/qb.php?category=0,2004-05,3137710,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2004-06,10.95,https://www.eia.gov/opendata/qb.php?category=0,2004-06,2868100390,https://www.eia.gov/opendata/qb.php?category=0,2004-06,1832730,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2004-07,10.78,https://www.eia.gov/opendata/qb.php?category=0,2004-07,3041166960,https://www.eia.gov/opendata/qb.php?category=0,2004-07,3922360,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2004-08,11.05,https://www.eia.gov/opendata/qb.php?category=0,2004-08,3192499960,https://www.eia.gov/opendata/qb.php?category=0,2004-08,6513730,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2004-09,9.61,https://www.eia.gov/opendata/qb.php?category=0,2004-09,2816560600,https://www.eia.gov/opendata/qb.php?category=0,2004-09,535640,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2004-10,9.16,https://www.eia.gov/opendata/qb.php?category=0,2004-10,2550913890,https://www.eia.gov/opendata/qb.php?category=0,2004-10,651960,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2004-11,9.39,https://www.eia.gov/opendata/qb.php?category=0,2004-11,2504112210,https://www.eia.gov/opendata/qb.php?category=0,2004-11,575890,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2004-12,9.1,https://www.eia.gov/opendata/qb.php?category=0,2004-12,2776769290,https://www.eia.gov/opendata/qb.php?category=0,2004-12,747650,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2005-01,11.3,https://www.eia.gov/opendata/qb.php?category=0,2005-01,3097579360,https://www.eia.gov/opendata/qb.php?category=0,2005-01,4218280,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2005-02,11.72,https://www.eia.gov/opendata/qb.php?category=0,2005-02,2620188570,https://www.eia.gov/opendata/qb.php?category=0,2005-02,3591660,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2005-03,11.63,https://www.eia.gov/opendata/qb.php?category=0,2005-03,2903600930,https://www.eia.gov/opendata/qb.php?category=0,2005-03,3934980,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2005-04,11.61,https://www.eia.gov/opendata/qb.php?category=0,2005-04,2107876350,https://www.eia.gov/opendata/qb.php?category=0,2005-04,3769090,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2005-05,11.92,https://www.eia.gov/opendata/qb.php?category=0,2005-05,2613500960,https://www.eia.gov/opendata/qb.php?category=0,2005-05,3410660,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2005-06,12.34,https://www.eia.gov/opendata/qb.php?category=0,2005-06,3030173470,https://www.eia.gov/opendata/qb.php?category=0,2005-06,3849610,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2005-07,12.37,https://www.eia.gov/opendata/qb.php?category=0,2005-07,3347517840,https://www.eia.gov/opendata/qb.php?category=0,2005-07,4128800,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2005-08,12.45,https://www.eia.gov/opendata/qb.php?category=0,2005-08,3408820430,https://www.eia.gov/opendata/qb.php?category=0,2005-08,3513280,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2005-09,12.56,https://www.eia.gov/opendata/qb.php?category=0,2005-09,2693140900,https://www.eia.gov/opendata/qb.php?category=0,2005-09,2894810,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2005-10,12.28,https://www.eia.gov/opendata/qb.php?category=0,2005-10,2146148710,https://www.eia.gov/opendata/qb.php?category=0,2005-10,2482580,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2005-11,12.27,https://www.eia.gov/opendata/qb.php?category=0,2005-11,2548413990,https://www.eia.gov/opendata/qb.php?category=0,2005-11,2643160,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2005-12,12.14,https://www.eia.gov/opendata/qb.php?category=0,2005-12,2785913230,https://www.eia.gov/opendata/qb.php?category=0,2005-12,3272100,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2006-01,13.19,https://www.eia.gov/opendata/qb.php?category=0,2006-01,2754661850,https://www.eia.gov/opendata/qb.php?category=0,2006-01,4602320,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2006-02,14.22,https://www.eia.gov/opendata/qb.php?category=0,2006-02,2573150570,https://www.eia.gov/opendata/qb.php?category=0,2006-02,4092910,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2006-03,14.08,https://www.eia.gov/opendata/qb.php?category=0,2006-03,3012710980,https://www.eia.gov/opendata/qb.php?category=0,2006-03,3602680,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2006-04,15.13,https://www.eia.gov/opendata/qb.php?category=0,2006-04,2555109780,https://www.eia.gov/opendata/qb.php?category=0,2006-04,3976170,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2006-05,14.42,https://www.eia.gov/opendata/qb.php?category=0,2006-05,2956204410,https://www.eia.gov/opendata/qb.php?category=0,2006-05,4669750,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2006-06,14.72,https://www.eia.gov/opendata/qb.php?category=0,2006-06,3133181660,https://www.eia.gov/opendata/qb.php?category=0,2006-06,4579600,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2006-07,14.82,https://www.eia.gov/opendata/qb.php?category=0,2006-07,3427508720,https://www.eia.gov/opendata/qb.php?category=0,2006-07,4845440,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2006-08,15.6,https://www.eia.gov/opendata/qb.php?category=0,2006-08,3247605090,https://www.eia.gov/opendata/qb.php?category=0,2006-08,4806870,https://www.eia.gov/opendata/qb.php?category=0,2006-08,4,https://www.ncdc.noaa.gov/
geoId/09,Connecticut,,,,2006-09,15.84,https://www.eia.gov/opendata/qb.php?category=0,2006-09,2893379070,https://www.eia.gov/opendata/qb.php?category=0,2006-09,3091500,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2006-10,14.89,https://www.eia.gov/opendata/qb.php?category=0,2006-10,2432426660,https://www.eia.gov/opendata/qb.php?category=0,2006-10,2737530,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2006-11,14.99,https://www.eia.gov/opendata/qb.php?category=0,2006-11,2464701340,https://www.eia.gov/opendata/qb.php?category=0,2006-11,3207010,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2006-12,16.09,https://www.eia.gov/opendata/qb.php?category=0,2006-12,2901411590,https://www.eia.gov/opendata/qb.php?category=0,2006-12,3400230,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2007-01,16.97,https://www.eia.gov/opendata/qb.php?category=0,2007-01,2821915590,https://www.eia.gov/opendata/qb.php?category=0,2007-01,2960300,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2007-02,17.14,https://www.eia.gov/opendata/qb.php?category=0,2007-02,2726736210,https://www.eia.gov/opendata/qb.php?category=0,2007-02,2208420,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2007-03,16.73,https://www.eia.gov/opendata/qb.php?category=0,2007-03,2913894860,https://www.eia.gov/opendata/qb.php?category=0,2007-03,2519420,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2007-04,16.64,https://www.eia.gov/opendata/qb.php?category=0,2007-04,2091057010,https://www.eia.gov/opendata/qb.php?category=0,2007-04,3415420,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2007-05,16.53,https://www.eia.gov/opendata/qb.php?category=0,2007-05,2424621350,https://www.eia.gov/opendata/qb.php?category=0,2007-05,3613530,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2007-06,16.51,https://www.eia.gov/opendata/qb.php?category=0,2007-06,2813392350,https://www.eia.gov/opendata/qb.php?category=0,2007-06,2185520,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2007-07,16.7,https://www.eia.gov/opendata/qb.php?category=0,2007-07,3144145840,https://www.eia.gov/opendata/qb.php?category=0,2007-07,1779820,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2007-08,16.14,https://www.eia.gov/opendata/qb.php?category=0,2007-08,3228443420,https://www.eia.gov/opendata/qb.php?category=0,2007-08,1553860,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2007-09,16,https://www.eia.gov/opendata/qb.php?category=0,2007-09,2886006060,https://www.eia.gov/opendata/qb.php?category=0,2007-09,1460410,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2007-10,15.97,https://www.eia.gov/opendata/qb.php?category=0,2007-10,2668827960,https://www.eia.gov/opendata/qb.php?category=0,2007-10,4849210,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2007-11,15.99,https://www.eia.gov/opendata/qb.php?category=0,2007-11,2412301010,https://www.eia.gov/opendata/qb.php?category=0,2007-11,4699120,https://www.eia.gov/opendata/qb.php?category=0,,,
geoId/09,Connecticut,,,,2007-12,16.09,https://www.eia.gov/opendata/qb.php?category=0,2007-12,2824177430,https://www.eia.gov/opendata/qb.php?category=0,2007-12,5971880,https://www.eia.gov/opendata/qb.php?category=0,,,
